Sample_Name,60_20-50,005-organic_0-20,003-organic_20-50,004-organic_20-50,003-organic_0-20,004-organic_0-20,91_0-20,002-sand_0-20,95_0-20,51_0-20,005-organic_20-50,009-sand_20-50,99_0-20,61_20-50,60_0-20,51_20-50,16_0-20,4_0-20_3,55_0-20,95_20-50,001-sand_0-20,009-sand_0-20,003-organic_20-50,79_0-20,5_0-20,79_20-50,80_0-20,55_20-50,20_20-50,001-sand_20-50,80_20-50,91_20-50,16_20-50,24_0-20,4_0-20,24_20-50,60_0-20,002-sand_20-50,4_20-50,5_20-50,72_20-50,99_20-50,20_0-20,72_0-20,61_0-20
spectral_data.2384.41564887817,45.73558992,35.68075161,34.60579521,49.44687574,43.44692734,44.44914513,40.19202943,40.14727879,35.00036607,57.41613525,44.29662014,53.14822027,46.01368473,49.88324938,48.35973369,53.91719877,47.07574314,45.38509902,44.88508955,39.28432975,55.50439495,50.95501015,47.30867885,32.80725633,47.14595905,45.97317227,44.01439467,55.47496113,44.19663172,50.61507241,51.62507494,48.77671252,49.7191241,48.6040699,47.02729701,52.59636746,42.99729217,50.62183019,41.92981159,43.81094927,50.90419666,47.03180521,37.98400406,47.88975628,49.43929703
spectral_data.2376.69909713787,45.90782923,35.75662852,34.73915375,49.49039912,43.61138616,44.51075715,40.38300646,40.26370871,35.11915477,57.52269953,44.38387504,53.30740524,46.14890353,50.0773453,48.43941981,54.09449004,47.26675048,45.54630899,44.94951208,39.55290807,55.58769784,51.02294499,47.38038007,32.91869277,47.28831943,46.21375868,44.18673709,55.57779418,44.36105684,50.81253757,51.8552853,48.98835329,49.89732049,48.70097003,47.14413311,52.77277955,43.04284285,50.76789866,42.17208743,43.99592867,51.01636974,47.32372031,38.11076244,47.97282501,49.58530093
spectral_data.2369.03232957818,46.06369195,35.79442024,34.83357421,49.44900908,43.73243077,44.5294707,40.55567548,40.35681691,35.22669877,57.60695899,44.4350091,53.45032134,46.26686999,50.25837369,48.5007869,54.24907202,47.43661114,45.6854049,44.98634893,39.79886698,55.64836631,51.07267575,47.40359706,33.01332363,47.41214088,46.42962261,44.341228,55.65616086,44.50516826,50.99018373,52.06262483,49.17238779,50.04206581,48.77105764,47.23290041,52.92217636,43.06703363,50.86895655,42.39049154,44.16058336,51.10852322,47.59923149,38.21608103,48.04098708,49.71101944
spectral_data.2361.41486596608,46.24510284,35.82046599,34.91580656,49.36566934,43.83615457,44.53456112,40.73992094,40.45820582,35.35022894,57.70454359,44.47950462,53.61857792,46.39994098,50.46700794,48.57534819,54.41422673,47.6181914,45.83275763,45.02528757,40.05600549,55.71624462,51.1321459,47.41404913,33.11621051,47.54925754,46.66490068,44.50651168,55.73870926,44.65889128,51.17878611,52.30700862,49.38675452,50.20690708,48.85500827,47.33472553,53.09319664,43.10478161,50.97530186,42.62821509,44.34200451,51.2206217,47.90174425,38.32467371,48.11697338,49.83883448
spectral_data.2353.84623222538,46.48386407,35.85955145,35.01044922,49.2951704,43.94494347,44.55275841,40.95674833,40.59256952,35.50790646,57.84172904,44.54425433,53.84116218,46.57114755,50.73128312,48.68643883,54.61525748,47.83479123,46.01093768,45.0927054,40.35050521,55.81485737,51.22247592,47.44896147,33.24710724,47.72326489,46.95638567,44.70424078,55.85179837,44.84648548,51.40533966,52.63152913,49.67660123,50.43498238,48.98405495,47.48081222,53.32384904,43.18326763,51.1349362,42.91886211,44.56837743,51.38461076,48.26212001,38.4568266,48.21935744,49.98883245
spectral_data.2346.32596033837,46.79299524,35.92845696,35.13345142,49.28939555,44.07133512,44.60095217,41.21238569,40.77122411,35.70344837,58.02958382,44.64711689,54.12661005,46.78811947,51.05878225,48.84395796,54.8640625,48.09350036,46.22859834,45.20654873,40.69197173,55.95615923,51.35338925,47.53799755,33.41468769,47.94259261,47.32116711,44.94291604,56.01408019,45.07964146,51.68667397,53.04638658,50.05735054,50.74439313,49.16999395,47.68282249,53.62864947,43.3144807,51.3787252,43.27470996,44.84946368,51.61597431,48.68766578,38.62229739,48.35858471,50.17408402
spectral_data.2338.85358824933,47.16472722,36.03288089,35.28954051,49.38285795,44.21685157,44.68342221,41.4984352,40.99088721,35.92655759,58.26443759,44.79406384,54.46355937,47.04306458,51.43684624,49.04417622,55.1588348,48.3852265,46.47988473,45.37400541,41.07095568,56.13980605,51.5230964,47.69672304,33.61487747,48.19937941,47.75117985,45.2163941,56.23307114,45.35486122,52.02588264,53.52702074,50.5102922,51.12438904,49.40396375,47.93194945,53.99584062,43.49407191,51.71208807,43.68376755,45.17466817,51.91174321,49.16059282,38.81840372,48.53558946,50.39788842
spectral_data.2331.42865976995,47.57503457,36.16826595,35.47365639,49.58324524,44.37519683,44.79380746,41.79712559,41.23722791,36.15840855,58.53284431,44.97997512,54.82810041,47.31789329,51.83950099,49.27363105,55.48761203,48.69050833,46.74880918,45.59156764,41.46369864,56.35603735,51.72162368,47.92428336,33.83350357,48.47415991,48.21692688,45.50738044,56.50417647,45.65589797,52.4122103,54.02609395,50.99159728,51.54255633,49.66306518,48.20565679,54.39452029,43.70574357,52.11520388,44.11609774,45.51868342,52.25421943,49.64611074,39.0325205,48.74286204,50.65353871
spectral_data.2324.05072448642,47.99290485,36.32403227,35.6756378,49.87148922,44.53821963,44.92098455,42.08933184,41.49162688,36.38001351,58.81852476,45.19263332,55.19456028,47.59221667,52.23826038,49.51537402,55.8338629,48.98860946,47.01680785,45.84727056,41.84230369,56.59068967,51.93601734,48.20642434,34.05245302,48.74450919,48.67916647,45.79458455,56.81254214,45.96036176,52.82447271,54.49447497,51.45135786,51.9598668,49.92186435,48.47905029,54.78865267,43.92919944,52.55203123,44.53684717,45.85259338,52.6186538,50.10695825,39.24806808,48.96760772,50.92686784
spectral_data.2316.71933766838,48.38920912,36.48898618,35.88554845,50.21093776,44.70119113,45.05556746,42.36066568,41.73732379,36.57873067,59.10732976,45.41771412,55.54367361,47.84975789,52.61062139,49.75409995,56.18079199,49.26467857,47.26936282,46.12380294,42.18447662,56.82956047,52.15453584,48.52228939,34.25584578,48.99286648,49.10217834,46.05964936,57.13666691,46.24691732,53.23602968,54.89913055,51.85178513,52.34481292,50.16204819,48.73445292,55.14985523,44.14716464,52.98284579,44.91854292,46.15407981,52.98052454,50.51617455,39.45063167,49.19543262,51.20025589
spectral_data.2309.43406017958,48.7444992,36.65556441,36.0973012,50.5586709,44.86586858,45.19456139,42.60563935,41.96401369,36.75297233,59.38879401,45.64242288,55.86717265,48.08283306,52.94600302,49.97935625,56.51350808,49.51463636,47.50098429,46.40045417,42.4826275,57.06078551,52.3686255,48.85027859,34.43575624,49.21297363,49.46748372,46.29368846,57.45195874,46.50255979,53.62043628,55.23654048,52.18268344,52.6840148,50.37833379,48.96723083,55.46691147,44.34980438,53.37658553,45.25136565,46.41582012,53.32039877,50.86773571,39.63327062,49.41361722,51.45719944
spectral_data.2302.19445839017,49.05652815,36.82261395,36.31019113,50.88514779,45.03892019,45.34207518,42.82879397,42.17122731,36.91219563,59.65690164,45.85980023,56.16824503,48.29437719,53.248225,50.18822684,56.82265153,49.74570615,47.71712322,46.65975208,42.74802935,57.27786692,52.57438242,49.17585794,34.59606273,49.41236641,49.783952,46.50174347,57.7401026,46.72906392,53.96275779,55.53234384,52.46575452,52.98571146,50.57806954,49.18530792,55.74854708,44.53668178,53.72413038,45.54693778,46.64825774,53.62929403,51.17881783,39.79953245,49.61589468,51.68976625
spectral_data.2295.00010409066,49.33164702,36.99386583,36.52659758,51.18086749,45.22799992,45.50616146,43.03709608,42.36345413,37.06815045,59.90729933,46.0685071,56.45239903,48.49119652,53.5249427,50.38203052,57.10254201,49.96751259,47.92726969,46.89075025,42.99795832,57.47841995,52.77068257,49.49329046,34.74628002,49.60335652,50.07299387,46.69504727,57.99142784,46.9361277,54.25868634,55.81631334,52.7313962,53.26420321,50.77093216,49.39905327,56.00876484,44.71129933,54.03082877,45.82296643,46.86693604,53.90394402,51.4713575,39.95751436,49.80139842,51.89750428
spectral_data.2287.85057440753,49.58063824,37.17472365,36.74878116,51.45210268,45.43833283,45.69440779,43.2371951,42.54770201,37.23075469,60.1368827,46.27109111,56.72380688,48.68135203,53.78338008,50.56501597,57.35143889,50.18820516,48.14126791,47.09056487,43.24864286,57.66393233,52.95843645,49.80169705,34.89790249,49.79811174,50.35886381,46.88686222,58.20558626,47.13712832,54.51415582,56.11019834,53.00616896,53.53205134,50.96432146,49.61659659,56.25989744,44.87863133,54.31019712,46.09551929,47.08629234,54.14514742,51.76345115,40.1164774,49.97383206,52.08643371
spectral_data.2280.74545172031,49.81269554,37.36935899,36.97662606,51.71313099,45.67079805,45.91065203,43.43303114,42.73065226,37.40445251,60.34478228,46.47208327,56.98297364,48.87148806,54.0262188,50.74288433,57.5716282,50.41117169,48.36545488,47.26488313,43.50735579,57.83942512,53.14034786,50.10093488,35.05974194,50.00346482,50.6559556,47.08697624,58.38976865,47.34276574,54.74111233,56.4180215,53.30084599,53.7937938,51.16097752,49.8411944,56.50693838,45.04354243,54.57534869,46.37136786,47.31346835,54.35607162,52.0608297,40.28308303,50.13942846,52.26558032
spectral_data.2273.68432358031,50.02923959,37.57766175,37.20586655,51.97532164,45.92094702,46.15251473,43.62380527,42.91525776,37.58613935,60.53185571,46.67457691,57.22525228,49.06397354,54.24865864,50.9200137,57.7671156,50.63300037,48.59934426,47.42471844,43.76762604,58.01102455,53.31943026,50.38720901,35.2338723,50.21735221,50.95937218,47.29702478,58.55354901,47.55517044,54.95013655,56.72317609,53.6042052,54.04284221,51.35819797,50.0701567,56.74458311,45.20889039,54.83042832,46.64362131,47.54464388,54.53950564,52.35303542,40.45833786,50.30361372,52.44194273
spectral_data.2266.66678263082,50.22055736,37.79394937,37.42817423,52.23917339,46.17970316,46.41129639,43.80342746,43.09840472,37.76574449,60.69910172,46.87723821,57.44090228,49.25511293,54.43822571,51.09649553,57.93998411,50.84368311,48.83434702,47.58060408,44.0099146,58.18235767,53.49672243,50.65097043,35.4138995,50.4282107,51.24319607,47.50843873,58.70228154,47.76481616,55.14259656,56.99446312,53.88622275,54.26339129,51.54917818,50.29592277,56.95852091,45.3741377,55.06622193,46.89281854,47.76545684,54.69490675,52.61560787,40.63633436,50.46729241,52.61546439
spectral_data.2259.69242652871,50.3655874,38.00651686,37.63166903,52.49127612,46.43374952,46.67247656,43.95998257,43.26900512,37.92778836,60.84351752,47.07143608,57.61463615,49.43337211,54.57583341,51.26474592,58.0853803,51.02723088,49.05367455,47.73538381,44.206568,58.34967435,53.66760976,50.87720751,35.58537655,50.61658446,51.46668769,47.70322667,58.83137369,47.95099414,55.30551617,57.19523658,54.10636282,54.43340663,51.72293858,50.50590857,57.12765222,45.53282891,55.26002148,47.0911598,47.9537376,54.81487345,52.81613555,40.8043527,50.62391527,52.77604733
spectral_data.2252.7608578676,50.43700252,38.19915978,37.80276532,52.70841221,46.66665939,46.91750648,44.07695931,43.4088993,38.05439728,60.95526113,47.24120518,57.72690738,49.57995445,54.63983454,51.40869718,58.18942996,51.16406349,49.23480382,47.88000746,44.33000519,58.49928799,53.81963958,51.04895314,35.72896873,50.75911319,51.58721423,47.85797757,58.92522567,48.08651829,55.41270478,57.29399517,54.22543042,54.52941155,51.86434746,50.68282481,57.22805493,45.67138757,55.38150695,47.20954031,48.08447767,54.88417896,52.92270626,40.94479152,50.75907587,52.9045018
spectral_data.2245.87168410234,50.41057463,38.35416161,37.9287523,52.86615558,46.86049566,47.12626206,44.13647257,43.49679789,38.12917981,61.01811378,47.36630847,57.75768406,49.67229582,54.61249223,51.50671301,58.23198952,51.23486688,49.35420642,47.99465433,44.36145745,58.60912878,53.93342871,51.15271346,35.82548026,50.83411818,51.57549107,47.95019496,58.96205333,48.1455584,55.43294471,57.27312708,54.21702659,54.53201236,51.95514714,50.80608215,57.23824538,45.77057683,55.40291378,47.22571032,48.13604735,54.88323184,52.91286338,41.03885479,50.853813,52.97814032
spectral_data.2239.02451747491,50.27742308,38.4568241,38.00146414,52.94916213,46.99917908,47.28078996,44.12548427,43.51572908,38.14234965,61.01571469,47.42898779,57.69421435,49.69137177,54.48898857,51.53913701,58.19558575,51.22689463,49.39467919,48.05630708,44.29872096,58.65597163,53.98841056,51.18469699,35.86225513,50.82863442,51.4292918,47.96615625,58.92415469,48.11337466,55.34410328,57.13620614,54.07774913,54.43335012,51.97846268,50.85681801,57.1469592,45.81130808,55.31178149,47.13309465,48.09763048,54.79703989,52.78244133,41.07200685,50.89136965,52.97986359
spectral_data.2232.21897494169,50.05418814,38.49923154,38.02014459,52.9577183,47.07164039,47.36839595,44.04229394,43.4606453,38.09504982,60.94041495,47.42080068,57.53975557,49.62971664,54.28554187,51.4970238,58.07631255,51.14006666,49.35205663,48.04882673,44.1601797,58.62467892,53.97060045,51.15487413,35.8382807,50.74413344,51.18067839,47.90702213,58.80881897,47.99370873,55.14644983,56.91234581,53.83318881,54.24416023,51.9250651,50.8245237,56.96092043,45.78228255,55.12119086,46.94742591,47.97529628,54.62607664,52.55175032,41.03910648,50.86444476,52.90681072
spectral_data.2225.45467810198,49.79616816,38.4880762,37.99790066,52.91558761,47.08051821,47.39004329,43.90869281,43.35115716,38.00792791,60.80928791,47.35454359,57.32959073,49.50585276,54.05159706,51.39668968,57.90122201,50.99896388,49.24761183,47.97909512,43.9912955,58.52447694,53.8875157,51.09319202,35.77266347,50.60734789,50.90413701,47.79894807,58.64351185,47.82043768,54.88163523,56.66525068,53.54891835,54.00779075,51.80814974,50.7225179,56.72027119,45.69469536,54.88406403,46.71871014,47.80371328,54.40406043,52.27760475,40.9546248,50.78714736,52.78323459
spectral_data.2218.73125312791,49.58428395,38.44729642,37.96152184,52.86415082,47.04747317,47.36600919,43.77054315,43.23224997,37.91971367,60.66870123,47.26661545,57.1297759,49.36703061,53.85990388,51.28251075,57.72906367,50.85254166,49.12845362,47.88380767,43.85282717,58.3957462,53.77548036,51.04249886,35.70278916,50.46803727,50.6936776,47.68974791,58.48380813,47.65216714,54.62758354,56.47821494,53.31525975,53.79539312,51.66995069,50.59489826,56.49574833,45.58806151,54.68188623,46.52164518,47.64199391,54.19705053,52.04209482,40.85444229,50.69680902,52.65842215
spectral_data.2212.04833069558,49.49920575,38.4062358,37.94047525,52.84403512,47.00132864,47.32419444,43.68169536,43.15670004,37.87379856,60.57701287,47.20100386,57.01589312,49.27114313,53.7847078,51.2088499,57.62886193,50.75700314,49.0493549,47.81259245,43.80274402,58.29235302,53.68436185,51.04375756,35.67023819,50.38177434,50.63477624,47.63149998,58.3923663,47.55175727,54.47029864,56.4318517,53.22124088,53.68455608,51.56634573,50.49995705,56.36685159,45.51441183,54.59748957,46.43291896,47.55439584,54.08128306,51.92905041,40.78209623,50.63869912,52.58755183
