Sample_Name,60_20-50,005-organic_0-20,003-organic_20-50,004-organic_20-50,003-organic_0-20,004-organic_0-20,91_0-20,002-sand_0-20,95_0-20,51_0-20,005-organic_20-50,009-sand_20-50,99_0-20,61_20-50,60_0-20,51_20-50,16_0-20,4_0-20_3,55_0-20,95_20-50,001-sand_0-20,009-sand_0-20,003-organic_20-50,79_0-20,5_0-20,79_20-50,80_0-20,55_20-50,20_20-50,001-sand_20-50,80_20-50,91_20-50,16_20-50,24_0-20,4_0-20,24_20-50,60_0-20,002-sand_20-50,4_20-50,5_20-50,72_20-50,99_20-50,20_0-20,72_0-20,61_0-20
spectral_data.2205.40554591737,49.60184178,38.39420372,37.96112342,52.8864874,46.97286568,47.29556087,43.69233259,43.17285076,37.90918084,60.59015881,47.1991818,57.05609973,49.27381526,53.88414992,51.22670865,57.66243636,50.76398408,49.06114552,47.81510833,43.88484017,58.26879346,53.66633343,51.1272864,35.71181286,50.39863548,50.78589089,47.66940042,58.4227368,47.5733016,54.48356793,56.5865734,53.33606085,53.74231867,51.55476722,50.49770149,56.40441024,45.52577759,54.69528059,46.51443568,47.59655635,54.12399689,52.00666052,40.77982236,50.65516486,52.61807225
spectral_data.2198.80253827561,49.91402388,38.43141633,38.03837086,53.00439174,46.9848291,47.30451658,43.83295647,43.30863285,38.04826514,60.74181321,47.28633656,57.28893294,49.41017924,54.18136637,51.36610168,57.8627967,50.90420477,49.19472331,47.92323458,44.11664192,58.36148752,53.75835562,51.3037078,35.84815453,50.5480955,51.16239409,47.82800239,58.60126803,47.74653532,54.70586937,56.96337554,53.68846594,54.00341165,51.67455292,50.62948378,56.64771238,45.65572947,55.00051907,46.79407466,47.79806573,54.36014594,52.30723582,40.87533957,50.77145508,52.7739464
spectral_data.2192.23895155728,50.41121708,38.52333234,38.17109704,53.18993822,47.044993,47.36169624,44.10401581,43.56211391,38.28931826,61.03059143,47.46321888,57.70945369,49.6828722,54.65580699,51.62531142,58.22181202,51.17711375,49.45101534,48.13947512,44.48430501,58.57619586,53.96917502,51.5608401,36.07700963,50.82945175,51.73256548,48.10326946,58.9176876,48.06779561,55.12780384,57.53564063,54.25743373,54.45774735,51.93271635,50.90312703,57.09045574,45.90693356,55.49088425,47.25609436,48.15236815,54.7790661,52.81643738,41.07276001,50.98702231,53.04747993
spectral_data.2185.71443379002,51.02911832,38.659565,38.34251711,53.41824077,47.14439876,47.46127729,44.47456104,43.90161677,38.60600784,61.41892565,47.70616581,58.26856123,50.0601949,55.24746707,51.97077004,58.69135733,51.54989766,49.80017533,48.43574473,44.94558685,58.88587133,54.27576779,51.86730378,36.37341772,51.21113787,52.4263227,48.46321729,59.32802532,48.50091003,55.69485008,58.23359411,54.97598651,55.05073036,52.29979302,51.28863636,57.6800673,46.24892587,56.10220587,47.84402661,48.61724339,55.32587744,53.47539517,41.35082244,51.27560421,53.40172084
spectral_data.2179.22863717916,51.68267259,38.81865643,38.52621488,53.65625742,47.26228358,47.58469185,44.89160925,44.27625772,38.95517934,61.84534808,47.9759416,58.88730444,50.48623947,55.87393069,52.34852576,59.19873398,51.96748432,50.19125498,48.76353559,45.44086131,59.24057321,54.6311791,52.18212762,36.69725045,51.63988227,53.15426225,48.85738661,59.76879319,48.98772691,56.32423431,58.96281212,55.74908066,55.69857012,52.71923396,51.72770724,58.33248449,46.62824436,56.74744039,48.4763308,49.12680909,55.91801435,54.19610279,41.66948033,51.59391002,53.78235689
spectral_data.2172.78121804596,52.29044775,38.97611678,38.69520311,53.87307363,47.37502133,47.70865115,45.29638995,44.63251234,39.28993847,62.24494702,48.23151275,59.48079076,50.89884727,56.45414719,52.70237113,59.67,52.36966727,50.56845946,49.07088447,45.90875871,59.58494023,54.98055434,52.46690484,37.00536502,52.05671163,53.83099104,49.23192249,60.17710329,49.46495426,56.92990666,59.63029706,56.47948426,56.31282251,53.12610603,52.15308145,58.95707006,46.98643346,57.34198081,49.06962522,49.61088595,56.4706974,54.88547397,41.98251973,51.8957252,54.13488271
spectral_data.2166.37183676686,52.79605173,39.11281186,38.83063019,54.04837687,47.46544682,47.81420203,45.64174852,44.9306141,39.57344821,62.57005247,48.44331019,59.98310768,51.24873196,56.93056119,52.99168539,60.05237912,52.70920745,50.88817998,49.31947521,46.30167373,59.87627928,55.27906285,52.69637628,37.26418084,52.41415359,54.39578714,49.5450681,60.5090602,49.88160532,57.44667206,60.17001756,57.09384572,56.8261352,53.46840864,52.51063531,59.48323269,47.27932117,57.82701274,49.56194344,50.01538515,56.92218184,55.47054405,42.25179301,52.14616809,54.42089863
spectral_data.2160.0001577139,53.17944518,39.22061898,38.92712284,54.1767537,47.52878816,47.89345425,45.9044726,45.15485352,39.78860058,62.80339359,48.60125048,60.36423216,51.51281925,57.28216462,53.20235504,60.32755151,52.96440653,51.13065718,49.49523144,46.59642407,60.09641369,55.50496751,52.86398114,37.45824054,52.68863377,54.8241859,49.77768667,60.74994945,50.21098915,57.84494843,60.5591922,57.56027663,57.20993867,53.72279749,52.77583484,59.87931104,47.49011522,58.18303019,49.92797702,50.31649692,57.24965953,55.91631255,42.45795863,52.33094911,54.6275763
spectral_data.2153.66584919607,53.45131512,39.30214907,38.99142962,54.26508948,47.57194032,47.95017361,46.08529213,45.31182266,39.93773561,62.95612683,48.71295185,60.6289299,51.69413118,57.5203241,53.34457359,60.50818969,53.13878154,51.29963149,49.60683823,46.79331505,60.25081989,55.6606852,52.97903981,37.58989721,52.88100596,55.12347782,49.93293132,60.91077461,50.45053864,58.12816005,60.8140585,57.88576001,57.47272274,53.89506404,52.95460477,60.15180383,47.62860394,58.4249372,50.17677336,50.52010188,57.46628521,56.22520907,42.60147531,52.45547583,54.76528994
spectral_data.2147.36858340182,53.64850532,39.36882055,39.03963041,54.33016037,47.60945745,47.99760079,46.20861589,45.42711152,40.04217892,63.06300989,48.79969068,60.81497795,51.82039002,57.68498764,53.44827934,60.63246128,53.25970432,51.4207215,49.68177535,46.9179791,60.36506282,55.77155819,53.06364734,37.67902109,53.0167144,55.33158621,50.0358859,61.02337714,50.62284599,58.33052594,60.98567633,58.11483599,57.65717687,54.01746962,53.08098125,60.3432541,47.72712989,58.59669674,50.34903514,50.66027878,57.6160313,56.43749185,42.70258061,52.54248012,54.86328149
spectral_data.2141.10803634245,53.80686957,39.43123813,39.08542181,54.38706454,47.65181594,48.04761784,46.30282744,45.52543339,40.12577926,63.15649337,48.87999253,60.96358503,51.92198263,57.81584753,53.54080894,60.73582413,53.35678746,51.52132579,49.74584596,47.00248747,60.46410708,55.86555624,53.13753425,37.74807649,53.12573066,55.49016004,50.11485694,61.11729792,50.75681927,58.48985895,61.12415466,58.29619331,57.80757397,54.12298277,53.19034793,60.49924365,47.81639647,58.74001831,50.4869382,50.77369396,57.74143264,56.60019724,42.78489636,52.61482739,54.94847384
spectral_data.2134.88388779657,53.94313017,39.49288095,39.13333811,54.44220351,47.69972708,48.1039528,46.38391054,45.61733297,40.20171888,63.25024989,48.96001588,61.09646038,52.01481525,57.93230699,53.63318879,60.83329394,53.44520968,51.61526938,49.81022148,47.06777696,60.55840683,55.95729832,53.20881837,37.80991717,53.22535375,55.6232148,50.18608925,61.20525896,50.87037025,58.62643899,61.25421473,58.45662722,57.94594341,54.22681837,53.29980812,60.64331402,47.90977668,58.8740892,50.61188053,50.87990344,57.86232784,56.74064283,42.86170589,52.68350393,55.03218844
spectral_data.2128.69582125551,54.0569811,39.55016888,39.1791591,54.49372929,47.74501733,48.1617271,46.45424635,45.69968138,40.27153073,63.33952888,49.03438026,61.2147655,52.09926107,58.03416947,53.72083765,60.92062696,53.52458098,51.70183955,49.87186917,47.12156082,60.64426791,56.04626951,53.27463526,37.86677458,53.31812541,55.73677203,50.25217658,61.28434158,50.96863807,58.74268061,61.37535051,58.60016272,58.0715799,54.32562105,53.40678444,60.7756703,48.00312218,58.9967299,50.72396084,50.97986362,57.97624006,56.86405306,42.93425251,52.74746972,55.1106467
spectral_data.2122.54352386965,54.13858835,39.59553638,39.21371596,54.5344875,47.77566764,48.21092563,46.506428,45.7614698,40.32837447,63.40866943,49.09162927,61.30572618,52.16513902,58.10884101,53.79031026,60.98270946,53.58386761,51.77043889,49.91943543,47.16006233,60.7100202,56.12114616,53.32551408,37.91297614,53.39518855,55.8237621,50.30535499,61.34272805,51.04687953,58.82932649,61.47058991,58.71494001,58.16904734,54.4043922,53.49563433,60.88070765,48.08160332,59.09285246,50.80903592,51.06134067,58.0670363,56.9589448,42.99486102,52.79814077,55.17119642
spectral_data.2116.42668639571,54.18074053,39.62283519,39.22930926,54.55766503,47.7832328,48.2429111,46.53238259,45.79385449,40.36478622,63.44414761,49.12292678,61.35658992,52.20237456,58.14464324,53.83054478,61.00725899,53.61202378,51.81052217,49.94319655,47.17551742,60.74648437,56.16978181,53.35299872,37.9417248,53.44569874,55.87511983,50.33602879,61.3705455,51.09845479,58.87727951,61.52361235,58.78852572,58.2241534,54.45011672,53.55151301,60.94313636,48.1320597,59.14920052,50.85321611,51.11113285,58.12013696,57.01138948,43.03482546,52.82759768,55.20280745
spectral_data.2110.34500314493,54.18759251,39.63138534,39.22454552,54.56120043,47.7676984,48.25546055,46.53143033,45.79777488,40.37957661,63.44463874,49.12824338,61.36657775,52.21018081,58.14161868,53.84127091,60.99509375,53.60729133,51.82030264,49.94258089,47.16435492,60.75473554,56.18844496,53.35587984,37.95144354,53.46614742,55.89015893,50.34110315,61.36830714,51.12290456,58.88789036,61.53248541,58.82078875,58.23683185,54.4624656,53.57189016,60.96150804,48.15270862,59.16569406,50.85509842,51.12606811,58.13456985,57.0185787,43.05185314,52.8352826,55.20450074
spectral_data.2104.29817193213,54.17595151,39.62689577,39.20560394,54.54953436,47.73780216,48.25424758,46.51325185,45.78553079,40.38046207,63.4234722,49.11737106,61.35088946,52.20013622,58.11462532,53.83469082,60.96199558,53.58055944,51.80983062,49.92771183,47.13176764,60.74734336,56.18549888,53.3421294,37.94845169,53.46461914,55.88073187,50.32775651,61.3484396,51.1292331,58.87581855,61.51406622,58.82835501,58.22481131,54.45659263,53.57020988,60.95273837,48.15566402,59.15826216,50.82981502,51.11727121,58.12590001,56.99473806,43.05307359,52.82978511,55.18742173
spectral_data.2098.2858940257,54.16819983,39.61860417,39.18309371,54.53151999,47.70631717,48.24962352,46.4938832,45.77528394,40.38081359,63.40216705,49.10505439,61.33430072,52.19127933,58.08704589,53.82953558,60.93122679,53.5506709,51.79665009,49.91413777,47.09021706,60.742289,56.17773937,53.32551519,37.9443685,53.45765921,55.86701292,50.31050961,61.32952081,51.13269395,58.86303745,61.49614425,58.83753898,58.21562079,54.45591694,53.56929438,60.94459658,48.16080398,59.15146645,50.80239474,51.10525047,58.11861416,56.96583338,43.05186131,52.82461958,55.16945658
spectral_data.2092.30787409834,54.18073472,39.61396189,39.16599947,54.51525798,47.68257175,48.25020684,46.4868679,45.78126748,40.39218135,63.39847434,49.10272433,61.33789296,52.19977499,58.07845494,53.84064889,60.92068281,53.53417164,51.79627108,49.91381741,47.05264512,60.75291184,56.18124342,53.31849197,37.9498191,53.4614908,55.86723112,50.30332227,61.32642398,51.14689084,58.86760238,61.50138688,58.86942846,58.23097286,54.47851727,53.58795081,60.96016971,48.18424894,59.16478782,50.79397178,51.10835596,58.13231024,56.95585963,43.06016156,52.83061815,55.16550912
spectral_data.2086.36382017878,54.2154127,39.61474193,39.15700823,54.50398637,47.6674351,48.25805173,46.49567938,45.80621524,40.41778974,63.41710996,49.1125203,61.36772256,52.23017916,58.09429718,53.87111469,60.93314365,53.53628263,51.81375829,49.92836684,47.02496564,60.78049945,56.2029353,53.32585528,37.96846046,53.4831543,55.88757636,50.31155047,61.34229795,51.1758017,58.89348409,61.53476084,58.92792605,58.27469058,54.52694244,53.63032491,61.00518171,48.22959086,59.20206073,50.80999069,51.13252917,58.17086534,56.97366333,43.08149152,52.84957662,55.17910387
spectral_data.2080.45344360419,54.25629768,39.61500749,39.14987009,54.49286486,47.65119612,48.2658662,46.5096698,45.838071,40.44900714,63.44566372,49.12473542,61.4091524,52.27110051,58.12094074,53.90920386,60.95244938,53.54613651,51.83934399,49.94652959,47.00074802,60.81162243,56.23590593,53.34116449,37.99377521,53.51539411,55.91659477,50.32729699,61.36559097,51.20963567,58.92634852,61.57680816,58.993266,58.32688364,54.58354346,53.6807306,61.06158854,48.2840558,59.24650434,50.83419326,51.16562479,58.21803062,57.00531337,43.10715692,52.87163843,55.19890976
spectral_data.2074.57645897345,54.27704077,39.60469952,39.13255285,54.47133683,47.61918834,48.26110932,46.5086282,45.8553877,40.46888655,63.46043471,49.12300086,61.43283808,52.29981779,58.13108108,53.93422004,60.95114611,53.54131889,51.85248667,49.95008748,46.96279495,60.82506984,56.2617592,53.3486596,38.01140877,53.53879688,55.92875203,50.33175638,61.37511257,51.22833088,58.93934278,61.59237522,59.03083692,58.35325578,54.61890805,53.71129587,61.09555052,48.3246497,59.26841173,50.83540336,51.18226808,58.2451521,57.01831637,43.11992339,52.879905,55.20348549
spectral_data.2068.73258410124,54.25829381,39.57685994,39.09552567,54.43007318,47.56186077,48.23483061,46.47666061,45.84203181,40.46401595,63.44332112,49.09579291,61.41503378,52.29841976,58.10235313,53.93149553,60.90926304,53.50377131,51.8366508,49.92680883,46.89463333,60.80654627,56.26420798,53.33400378,38.00953333,53.53599247,55.90153526,50.30838296,61.3546745,51.21530647,58.91133506,61.55420429,59.01413916,58.32837841,54.61219607,53.70180057,61.08077474,48.33460128,59.24506528,50.78870969,51.16154491,58.23097709,56.98380276,43.10616162,52.86214961,55.17616255
spectral_data.2062.92153997286,54.19576233,39.53144654,39.03632423,54.36564208,47.47947832,48.18653347,46.40984389,45.79451999,40.43113583,63.39004165,49.04194323,61.34848021,52.26234916,58.02721702,53.89943164,60.82317089,53.42877131,51.78771936,49.87630797,46.78879136,60.75520506,56.23716098,53.29071103,37.98480722,53.50054808,55.82580117,50.25118559,61.30010109,51.16563093,58.83652737,61.45546294,58.93716255,58.24758186,54.561249,53.64998747,61.01102254,48.31150636,59.17096174,50.68721093,51.09735863,58.17128835,56.89032211,43.063001,52.81676217,55.11288543
spectral_data.2057.14305069983,54.1016571,39.47618434,38.96098471,54.28266495,47.38259398,48.12540759,46.31856849,45.72384744,40.3793521,63.31191215,48.9716483,61.24566718,52.20288693,57.91603114,53.85053252,60.70710577,53.3278205,51.7167194,49.81054682,46.65113941,60.68432798,56.18788376,53.22309333,37.94452994,53.4406285,55.71019736,50.16835019,61.22079212,51.08914318,58.72718014,61.31306717,58.81768348,58.12925296,54.48426401,53.57356463,60.90321722,48.26873486,59.06022148,50.54559996,51.00188467,58.08042741,56.749506,43.00062328,52.75409136,55.02440081
spectral_data.2051.39684347621,53.99732977,39.42303712,38.88078385,54.19146823,47.28683803,48.06627226,46.22205938,45.64971817,40.32558268,63.22901785,48.90128695,61.13139183,52.14098905,57.79056327,53.80472873,60.58509651,53.22267934,51.64435412,49.74756161,46.49804451,60.61433983,56.13303459,53.14357207,37.90292759,53.37473124,55.5760619,50.07831048,61.13413301,51.00571892,58.6067902,61.15797159,58.68761821,58.00458489,54.41056505,53.50116645,60.7879391,48.22838538,58.93850115,50.39212188,50.89912613,57.98284554,56.58953964,42.93755741,52.69136897,54.93071236
spectral_data.2045.68264853568,53.90116932,39.38233426,38.80619002,54.10265267,47.20495571,48.02244694,46.13801292,45.59031304,40.28573122,63.15891226,48.84500802,61.02889184,52.09577945,57.6714879,53.77860454,60.47771416,53.13360233,51.590042,49.70170615,46.34754593,60.56210526,56.0897641,53.06577392,37.8734599,53.32154747,55.44522228,50.00011018,61.05566162,50.93496131,58.49713661,61.01826903,58.5759437,57.90060445,54.36561742,53.45739565,60.69281742,48.20982547,58.82903393,50.25326796,50.8121111,57.89948358,56.43965362,42.89133454,52.64395493,54.85051302
spectral_data.2040.00019910933,53.81789657,39.35724188,38.74090497,54.02096314,47.1398318,47.99887371,46.07245868,45.55267115,40.26580118,63.10656016,48.80714745,60.94652458,52.07351765,57.56632903,53.77601744,60.39037965,53.06764862,51.56089793,49.67546719,46.20886971,60.53187005,56.06648274,52.99684704,37.86096539,53.28920661,55.327015,49.9427606,60.99040614,50.88544713,58.40596184,60.90320583,58.49252612,57.82490013,54.35752456,53.449212,60.62707764,48.21949054,58.73977253,50.13882137,50.74996875,57.83610167,56.31349565,42.8690856,52.61710193,54.79106714
spectral_data.2034.34923138413,53.73493696,39.3414401,38.67908099,53.94167187,47.08205093,47.98897086,46.01519652,45.52851657,40.25767167,63.06085973,48.7793566,60.87231804,52.062835,57.46420047,53.78488507,60.30928592,53.01328371,51.54644202,49.65698387,46.0757024,60.51255027,56.05798153,52.93291457,37.85779099,53.26952933,55.21132611,49.89911654,60.92957459,50.84918167,58.321598,60.79697648,58.4216319,57.76052459,54.37228417,53.46104734,60.57575568,48.2472626,58.65852774,50.03529962,50.70193053,57.7798125,56.20028351,42.86304361,52.60255442,54.74368667
spectral_data.2028.72948446212,53.6283348,39.3215042,38.60749211,53.8519153,47.01367302,47.97719785,45.94384579,45.4981177,40.24222078,63.00006775,48.7442826,60.77973707,52.03946438,57.34082871,53.78237556,60.20772097,52.94471703,51.52229809,49.62505767,45.92757344,60.48308,56.0477832,52.86038106,37.84639517,53.24104462,55.07230625,49.8480163,60.85489161,50.80465243,58.21814704,60.66609663,58.32920637,57.6743051,54.38056362,53.46164989,60.50707182,48.27146804,58.55904412,49.91174148,50.64179759,57.70589483,56.0688392,42.85350587,52.58178966,54.68730117
spectral_data.2023.14070032022,53.47488695,39.28254545,38.51134471,53.73614338,46.91585533,47.9455931,45.83423668,45.43969974,40.19808747,62.90256618,48.68345839,60.64133376,51.97764719,57.17086026,53.74535858,60.05903812,52.83372487,51.46095691,49.55871393,45.7387524,60.4225513,56.01599525,52.7623018,37.80713475,53.17909531,54.88098983,49.76362673,60.7478765,50.72719702,58.06857886,60.47617225,58.17990813,57.53382337,54.35196635,53.41885041,60.38878445,48.26931564,58.4145009,49.73484918,50.5405611,57.59092486,55.88271139,42.8177797,52.53429504,54.59843373
spectral_data.2017.58262377081,53.26451709,39.21465687,38.38105024,53.58353455,46.77696561,47.88153209,45.67218358,45.33981443,40.11182341,62.7577605,48.58575375,60.44339474,51.86279526,56.94149152,53.66110006,59.8500336,52.66320481,51.34433258,49.44674837,45.4907178,60.3201839,55.94882948,52.62684654,37.72737113,53.06797117,54.62064825,49.62749811,60.59933764,50.60115854,57.85884563,60.21014717,57.95578239,57.32492063,54.2700187,53.31506154,60.20538689,48.22773988,58.21192448,49.48616624,50.38104727,57.42553774,55.61893445,42.7407532,52.44683085,54.46240864
spectral_data.2012.05500242282,53.00530993,39.11562336,38.21539556,53.39228353,46.59551799,47.78116181,45.45892874,45.19793222,39.98289983,62.57000506,48.45076316,60.19247267,51.69715696,56.65889025,53.53124587,59.58635522,52.43374216,51.16974196,49.29092656,45.17972174,60.17869876,55.8432196,52.45224392,37.60598004,52.9073856,54.29539649,49.43526441,60.41326849,50.4264835,57.5949064,59.87654938,57.66486422,57.05883682,54.13825476,53.15359512,59.96550375,48.14745709,57.95850991,49.17055617,50.16519797,57.21922756,55.27843296,42.62009114,52.31762589,54.27879528
spectral_data.2006.55758664354,52.72650633,38.9959793,38.02719538,53.17706071,46.38620193,47.65591188,45.21777819,45.03173473,39.82987293,62.36141965,48.29349608,59.9193901,51.50560738,56.35309743,53.37649904,59.2971159,52.17169515,50.95896006,49.11032774,44.82924118,60.01707609,55.71313034,52.25409929,37.45967154,52.71975702,53.93919864,49.20711381,60.20963265,50.22571635,57.30791458,59.51490026,57.34679895,56.77404228,53.98382209,52.96372437,59.70470359,48.04640661,57.6850078,48.82377754,49.92110952,57.00049773,54.8976507,42.47290734,52.1625305,54.06793175
spectral_data.2001.09012952108,52.45315307,38.86677966,37.82985563,52.95461519,46.16360583,47.51858441,44.97108884,44.85804452,39.6712086,62.15045018,48.12827217,59.6513523,51.31134333,56.05142871,53.21551337,59.00831932,51.9030962,50.73422512,48.92174939,44.46605929,59.85130946,55.5730787,52.04985368,37.30520727,52.5276128,53.58580305,48.96543389,60.00573179,50.02134959,57.02667901,59.16081756,57.03768505,56.50298542,53.8305887,52.77164229,59.4535379,47.94041941,57.41847226,48.4801934,49.67596908,56.79249735,54.51403128,42.31674192,51.99769649,53.85003053
spectral_data.1995.65238682735,52.19749635,38.73619855,37.6335312,52.73879207,45.93837843,47.37954209,44.73250306,44.686686,39.51853604,61.94554094,47.9641261,59.40200284,51.12749066,55.76863367,53.05882632,58.73419124,51.64458006,50.510472,48.73437359,44.11111351,59.68895525,55.43266432,51.85292308,37.15325244,52.34499043,53.25659585,48.72669203,59.81008927,49.82707064,56.7672478,58.83337442,56.75703272,56.26005965,53.6899257,52.59091189,59.2259318,47.83740644,57.17234394,48.16057553,49.44585029,56.60455964,54.15227818,42.16282318,51.83391934,53.63779498
spectral_data.1990.24411698172,51.95318802,38.60607468,37.44097689,52.53442863,45.71330681,47.24250382,44.50050166,44.51588023,39.37090798,61.74131078,47.80100416,59.16492111,50.9507655,55.49965872,52.90431611,58.47091169,51.39568716,50.28840736,48.54587088,43.76943542,59.52606114,55.29200961,51.66641534,37.00299031,52.17041201,52.95009617,48.49344003,59.61851135,49.64061902,56.52505659,58.52600633,56.49843834,56.03459557,53.55505123,52.41625733,59.01231612,47.73384879,56.93983747,47.86246863,49.22768338,56.42789612,53.81239427,42.01063223,51.67187708,53.43063445
spectral_data.1984.86508101527,51.70005847,38.47240633,37.24774942,52.33619331,45.48430378,47.10460455,44.26095683,44.33490122,39.21654408,61.52315754,47.63166671,58.91893377,50.76480034,55.22357415,52.74030447,58.20052207,51.14115661,50.05646109,48.34534762,43.42915155,59.35122733,55.14329653,51.48264631,36.84362367,51.98899638,52.64412528,48.25471274,59.41760149,49.44634911,56.27891817,58.2117588,56.23493243,55.79807148,53.40626907,52.22853384,58.78639662,47.61839324,56.69879198,47.56348073,49.00215073,56.24144586,53.47159794,41.8496562,51.50314887,53.21645858
spectral_data.1979.51504253553,51.41724176,38.32938006,37.04657412,52.13301462,45.24532522,46.9602089,43.99744089,44.13257685,39.04133391,61.27768444,47.44798706,58.64254795,50.55144526,54.91720126,52.55439927,57.90311248,50.86213478,49.80050129,48.12146759,43.07055612,59.15450975,54.97743119,51.28877087,36.66201593,51.78292385,52.31019934,47.99477151,59.19384673,49.22598428,56.00467759,57.86086819,55.93667405,55.52227833,53.22425933,52.00846042,58.52243929,47.48050403,56.42597503,47.23629285,48.74651675,56.02509705,53.09988645,41.6674975,51.31674215,52.98054184
spectral_data.1974.19376769189,51.09730621,38.17416347,36.83296999,51.91535224,44.99389556,46.80562984,43.7032533,43.90625152,38.83889097,61.00271218,47.24766492,58.32908934,50.30337563,54.57059643,52.34258161,57.57013835,50.54961593,49.51531545,47.87091228,42.6802402,58.93545191,54.79144496,51.07534406,36.45214428,51.54397061,51.93237038,47.70502199,58.94308347,48.97164772,55.69116127,57.46029973,55.59049463,55.19763811,53.00324108,51.75050631,58.21253917,47.31837448,56.11232735,46.86666429,48.449713,55.77252523,52.68037051,41.45938179,51.10694654,52.71603224
spectral_data.1968.90102514154,50.75339767,38.00984253,36.60920768,51.68154269,44.73415206,46.64210021,43.38828117,43.66606573,38.61662993,60.71124353,47.03755768,57.99371584,50.03080864,54.19594979,52.11353985,57.21167656,50.21245155,49.2111395,47.6025236,42.26237905,58.70564146,54.5922773,50.84305095,36.22091174,51.28083822,51.51964875,47.39214338,58.67482201,48.69312182,55.34917119,57.02482051,55.21064968,54.84170276,52.75678906,51.46922918,57.87436269,47.14186524,55.7710501,46.46466118,48.1215519,55.49676742,52.22303,41.23343316,50.87831993,52.43017397
spectral_data.1963.63658601589,50.41387463,37.84431987,36.38374974,51.43906625,44.47525131,46.47482602,43.07548696,43.4308396,38.39315056,60.42589583,46.830798,57.66673546,49.75720242,53.82323749,51.88470291,56.85245327,49.87403093,48.9099693,47.33413069,41.83944921,58.48325852,54.39384252,50.60352023,35.98606168,51.01581275,51.10342144,47.07659766,58.4084111,48.41397651,55.00721587,56.59100716,54.8322291,54.49080119,52.51139865,51.19274267,57.54268551,46.96762817,55.43207068,46.06093355,47.78913544,55.22419582,51.76213106,41.00766191,50.64437329,52.14186759
spectral_data.1958.40022388765,50.10587493,37.68565644,36.16655491,51.20011383,44.22626826,46.30902565,42.78783572,43.21707328,38.18756444,60.16632931,46.63919168,57.37541286,49.50531684,53.48345074,51.67189457,56.51809806,49.55841887,48.63260777,47.08341365,41.44050209,58.28203639,54.20852495,50.37311079,35.76642741,50.77134109,50.71886919,46.78102849,58.16206815,48.15713066,54.69485038,56.19626228,54.48977002,54.17844929,52.29108702,50.94636797,57.24838308,46.80911083,55.12476558,45.68898696,47.48142092,54.9796673,51.33686024,40.79948381,50.42025526,51.87103264
spectral_data.1953.19171473831,49.83526633,37.53649332,35.96287472,50.97375797,43.99086963,46.14522675,42.53195603,43.02630491,38.00574209,59.93593055,46.46449396,57.12304747,49.28028788,53.18733622,51.47759481,56.21864756,49.2728041,48.38266988,46.85779874,41.08260838,58.10034459,54.03736798,50.16321371,35.56913233,50.55291291,50.37898542,46.51433672,57.94083794,47.92652237,54.42158626,55.85186934,54.19031918,53.9102171,52.10009682,50.73410107,56.99444051,46.66607941,54.85671517,45.36164703,47.2090335,54.76993667,50.96409607,40.61284127,50.21334375,51.62540459
spectral_data.1948.01083692621,49.56707129,37.38924249,35.76718972,50.75687156,43.76355762,45.97673097,42.28190804,42.83420884,37.82661089,59.71076965,46.29128448,56.87030831,49.0541965,52.90300837,51.28129107,55.93230909,48.99053956,48.13176878,46.64487236,40.74730192,57.91363398,53.86209526,49.9682005,35.37645669,50.33281042,50.04584698,46.25450701,57.72553037,47.69031193,54.15605197,55.51539306,53.88786727,53.64139627,51.90874564,50.52289344,56.73544949,46.51735505,54.59276727,45.0461366,46.9435609,54.56847726,50.60766056,40.42624981,50.01354843,51.38716798
spectral_data.1942.85737115512,49.23884502,37.23081761,35.5670357,50.53514293,43.5359625,45.79524482,41.98991841,42.60188414,37.61030742,59.45226481,46.09510289,56.552486,48.77837991,52.56720624,51.04979589,55.61538119,48.66269466,47.83201367,46.41952713,40.38369216,57.6880578,53.65436575,49.76647471,35.15256241,50.06153433,49.64147223,45.95649423,57.48240306,47.3939198,53.83810603,55.10480874,53.50051822,53.29593694,51.66758923,50.2581004,56.39759374,46.3318102,54.26784446,44.6748542,46.62747189,54.3271849,50.18806238,40.20203372,49.79768005,51.12065747
spectral_data.1937.73110044326,48.79245594,37.05300593,35.35481469,50.29569704,43.30914242,45.60000075,41.61322654,42.29747907,37.31976856,59.13090312,45.85816057,56.11369485,48.41043686,52.11860117,50.75680508,55.22938189,48.24664127,47.44285149,46.16177784,39.93705707,57.40041145,53.39245168,49.53537057,34.86345789,49.69464477,49.08636471,45.57758173,57.18367617,46.98886719,53.41148053,54.53983475,52.95178303,52.80615061,51.33516213,49.89395765,55.91721615,46.08596359,53.82007054,44.18130676,46.20494783,54.00278564,49.6233901,39.90736012,49.54453535,50.79393332
spectral_data.1932.63181009288,48.20769212,36.86205888,35.13868861,50.04057195,43.10271659,45.40551146,41.14183306,41.91738682,36.94363438,58.7473131,45.58372803,55.54082019,47.94182393,51.53309117,50.40173746,54.76735028,47.73568549,46.95880914,45.87255822,39.38220613,57.05590403,53.07755908,49.26747915,34.49860955,49.22128031,48.34433351,45.10530596,56.82704155,46.46376329,52.85793528,53.78589707,52.21437877,52.15216494,50.90366317,49.42233441,55.2786753,45.7796224,53.22535651,43.53880952,45.65483603,53.58174201,48.8755181,39.53584038,49.25034633,50.40087583
